nct_id,condition,facility_name,city,sampling_method,overall_status
NCT04411446,COVID|,Hospital de Alta Complejidad en Red El Cruce,Florencio Varela,NA,Recruiting
NCT04374838,Covid19|,"South Egypt Cancer Institute, Assiut University",Assiut,Non-Probability Sample,Recruiting
NCT04344535,COVID|,Stony Brook University Hospital,Stony Brook,NA,Enrolling by invitation
NCT04505605,Community-acquired Pneumonia|Covid19|,Groupe Hospitalier Paris Saint-Joseph,Paris,Probability Sample,"Active, not recruiting"
NCT04326114,"Disease, Infectious|Respiratory Disease|Safety Issues|Effectiveness|",NA,NA,NA,Not yet recruiting
NCT04401423,COVID-19|,Columbia University Irving Medical Center,New York,NA,Recruiting
NCT04346940,Telerehabilitation|Elderly People|Social Isolation|,NA,NA,NA,Not yet recruiting
NCT04368871,COVID|,"Max Super Speciality Hospital, A Unit of Devki Devi Foundation",New Delhi,Probability Sample,Recruiting
NCT04368234,COVID-19|,Duke University Medical Center,Durham,Non-Probability Sample,Recruiting
NCT04459455,Anxiety|,Stony Brook University,Stony Brook,NA,Recruiting
NCT04337190,COVID|Acute Respiratory Distress Syndrome|,University Hospital Angers,Angers,Non-Probability Sample,Recruiting
NCT04505631,Covid19|Dyspnea|,Groupe Hospitalier de Mulhouse et de la Région Sud-Alsace,Mulhouse,Non-Probability Sample,Recruiting
NCT04522817,Covid-19|,NA,NA,NA,Not yet recruiting
NCT04355715,COVID 19|SARS-Cov-2|,Uh Montpellier,Montpellier,Non-Probability Sample,"Active, not recruiting"
NCT04424836,"Coronavirus Infection|Pneumonia, Viral|Acute Respiratory Failure|",Sisli Etfal Research and Training Hospital,Istanbul,Probability Sample,Completed
NCT04445415,COVID-19|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04568889,Covid19|Infectious Disease|,NA,NA,NA,Not yet recruiting
NCT04390269,Genetic Predisposition to Disease|,Mansoura Faculty of Medicine,Mansoura,Probability Sample,Not yet recruiting
NCT04425863,Severe Acute Respiratory Syndrome|Ventilation Pneumonitis|,Hospital Eurnekian,Buenos Aires,Non-Probability Sample,"Active, not recruiting"
NCT04418947,Communication Research|,University of Pennsylvania,Philadelphia,NA,Completed
NCT04385576,COVID-19|Airway|,University Malaya Medical Centre,Kuala Lumpur,NA,Recruiting
NCT04325633,COVID-19|,NA,NA,NA,Not yet recruiting
NCT04537572,COVID-19|,NA,NA,NA,Not yet recruiting
NCT04561089,SARS-CoV-2|,Illumina Laboratory Services,Foster City,Non-Probability Sample,Enrolling by invitation
NCT04470869,Post Traumatic Stress Disorder|,University Hospital Toulouse,Toulouse,NA,Recruiting
NCT04349631,COVID-19|,Hope Biosciences Stem Cell Research Foundation,Sugar Land,NA,Enrolling by invitation
NCT04416048,COVID-19|,Kardiologie und Angiologie I Universitätsherzzentrum Freiburg,Freiburg,NA,Not yet recruiting
NCT04445285,Covid19|,University of South Alabama,Mobile,NA,Recruiting
NCT04345861,"Coronavirus Infection|Pneumonia, Viral|",Montpellier University hospital,Montpellier,NA,Terminated
NCT04473898,COVID|,KTO Karatay University,Konya,NA,Recruiting
NCT04345159,SARS-CoV-2|Systemic Lupus Erythematosus|Rheumatoid Arthritis|Sjogren's Syndrome|Psoriatic Arthritis|,Fondation Adolphe de Rothschild,Paris,Non-Probability Sample,"Active, not recruiting"
NCT04318444,COVID-19|Corona Virus Infection|,Columbia University Irving Medical Center,New York,NA,Recruiting
NCT04320732,Coronavirus|,Oslo University Hospital,Oslo,Probability Sample,Recruiting
NCT03474965,Sickle Cell Disease (SCD)|,University of Alabama 1600 7th ave,Birmingham,NA,Recruiting
NCT04399317,ARDS Associated With COVID-19|,Hamad Medical Corporation,Doha,NA,Recruiting
NCT04353518,COVID-19|,NA,NA,NA,Not yet recruiting
NCT04558450,Covid19|Arterial Stiffness|Endothelial Dysfunction|Diastolic Dysfunction|,CHU Lille,Lille,NA,Not yet recruiting
NCT04359836,Gut Microbiome|Gastrointestinal Microbiome|COVID|COVID-19|Corona Virus Infection|Coronavirus|Coronaviridae Infections|Coronavirus 19|Coronavirus-19|COVID 19|,ProgenaBiome,Ventura,Non-Probability Sample,Recruiting
NCT04476680,SARS-CoV Infection|Vitamin D Deficiency|Covid19|Acute Respiratory Tract Infection|,"Headingley and City campuses, Leeds Beckett University",Leeds,NA,Not yet recruiting
NCT04405232,COVID|Thrombosis|Bleeding|Anticoagulation|,Imperial College Healthcare NHS Trust,London,Non-Probability Sample,Recruiting
NCT04505709,Covid19|,Fundacion Jimenez Diaz,Madrid,Probability Sample,Enrolling by invitation
NCT04380688,COVID-19|,Research Site,Anniston,NA,"Active, not recruiting"
NCT04344015,COVID-19|,Thomas Jefferson University Hospital,Philadelphia,NA,Recruiting
NCT04338347,COVID-19|,Cedars-Sinai Medical Center,Los Angeles,NA,Available
NCT04445220,COVID-19|Acute Kidney Injury|,NA,NA,NA,Not yet recruiting
NCT04322682,Corona Virus Infection|,Mayo Clinic - Arizona,Phoenix,NA,Recruiting
NCT04333589,COVID-19|,The Second People's Hospital of Fuyang,Fuyang,NA,Recruiting
NCT04473118,COVID-19|,Hamad Medical Corporation,Doha,Probability Sample,Recruiting
NCT04498273,COVID-19|,NA,NA,NA,Not yet recruiting
NCT04445610,Coronavirus (COVID-19)|,Faculty of Medicine Ain Shams University Research Institute- Clinical Research Center,Cairo,Non-Probability Sample,Not yet recruiting
NCT04560608,Covid19|,Angers University Hospital,Angers,Probability Sample,Completed
NCT04514705,Coronavirus Infection|,Universidade do Estado do Pará,Belém,NA,Recruiting
NCT04418375,COVID-19|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04341675,COVID-19|,Loyola University Medical Center,Chicago,NA,Recruiting
NCT04385823,"Respiratory Syndrome, Acute, Severe|Hypoxic Respiratory Failure|Viral Pneumonia|","Hôpital Louis Mourier, Assistance Publique - Hôpitaux de Paris",Colombes,Non-Probability Sample,Completed
NCT04399603,COVID|,Imperial College NHS Trust,London,Non-Probability Sample,Not yet recruiting
NCT04342650,COVID-19|SARS-CoV Infection|Severe Acute Respiratory Syndrome (SARS) Pneumonia|Clinical Trial|,Hospital e Pronto Socorro Delphina Rinaldi Abdel Aziz,Manaus,NA,Completed
NCT04366778,Thrombosis|Covid-19|SARS-CoV 2|,Hôpital Louis Pradel,Bron,Non-Probability Sample,Recruiting
NCT04383899,Coronavirus Infection|,"HOPITAL PELLEGRIN, Service des maladies infectieuses et tropicales",Bordeaux,Non-Probability Sample,Recruiting
NCT04497272,COVID 19|,CHU de nice,Nice,NA,Not yet recruiting
NCT04326075,CPAP Ventilation|COVID-19|Emergency Departments|,Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico,Milan,NA,Suspended
NCT04434417,COVID|,Papa Giovanni XXIII Hospital,Bergamo,Non-Probability Sample,Recruiting
NCT04322487,"Coronavirus|Epidemic Disease|Pneumonia, Viral|",Bresciamed,Brescia,Non-Probability Sample,Recruiting
NCT04370210,Sleep Disturbance|,Centre Hospitalier René Dubos,Pontoise,Non-Probability Sample,Completed
NCT04482595,Pulmonary Fibrosis|,NYU Langone Health,New York,NA,Not yet recruiting
NCT04368312,Psychological Distress|Quality of Life|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04359875,Cardiovascular Diseases|Mental Disorder|,Dibao-Dina,Tours,NA,Not yet recruiting
NCT04547660,Covid19|,Hospital de Clínicas de Porto Alegre,Porto Alegre,NA,Recruiting
NCT04349098,Coronavirus Infection|,UCLA,Los Angeles,NA,Recruiting
NCT04316728,Coronavirus Infections|,"Unità' Complesse di cure primarie (UCCP), ASP Catanzaro",Catanzaro,NA,Not yet recruiting
NCT04497454,Respiratory Distress Syndrome|Severe Acute Respiratory Syndrome Due to Coronavirus (SARS-CoV2)|Mechanical Ventilation|,USP Instituto do Coração,São Paulo,NA,Recruiting
NCT04494867,Covid19|,Sharp Memorial Hospital,San Diego,NA,Recruiting
NCT04369794,COVID-19|Therapeutic Vaccine|BCG|SARS-CoV 2|Transmission|,Hospital das Clínicas Unicamp,Campinas,NA,Recruiting
NCT04576312,COVID-19|,DanTrials,Copenhagen,NA,Recruiting
NCT04390152,Acute Respiratory Distress Syndrome|,BioXcellerator,Medellin,NA,Not yet recruiting
NCT04542512,"Cholecystitis, Acute|Cholecystitis; Gangrenous|Cholecystitis Suppurative|Covid19|",Centre Hospitalier Intercommunal Poissy-Saint Germain en Laye,Poissy,Non-Probability Sample,Not yet recruiting
NCT04373291,COVID-19|Non-specific Effects of Vaccines|Morbidity|Absenteeism|Heterologous Immunity|,NA,NA,NA,Not yet recruiting
NCT04505722,Participants With or Without Stable Co-morbidities Associated With Progression to Severe COVID-19 at Different Stages of the Protocol|,"Synexus Clinical Research US, Inc",Birmingham,NA,Recruiting
NCT04527354,SARS-CoV-2 Infection|Fibrosis Lung|,"State Federal-Funded Educational Institution of Higher Professional Training ""Kazan State Medical University"" of the Ministry of Health Care and Social Development of the Russian Federation",Kazan,NA,Recruiting
NCT04374591,Pneumonia|Covid19|,Gomhoria Street,Mansoura,NA,"Active, not recruiting"
NCT04469179,COVID-19|SARS-CoV2|,Quantum Clinical Trials,Miami Beach,NA,Recruiting
NCT04426695,COVID-19|,Regeneron Study Site,Birmingham,NA,Recruiting
NCT04400929,"COVID|Sars-CoV2|ARDS, Human|",Singapore General Hospital,Singapore,NA,Recruiting
NCT04536441,Mental Health Wellness|Psychological Security|Psychological Distress|,Universiti Tunku Abdul Rahman,Kampar,NA,Completed
NCT04347369,COVID-19 Disease|,Xinqiao Hospital of Chongqing,Chongqing,Probability Sample,Recruiting
NCT04529447,Covid19|,Jaseng Hospital of Korean Medicine,Seoul,Non-Probability Sample,Completed
NCT04260594,2019-nCoV|,NA,NA,NA,Not yet recruiting
NCT04574765,Healthcare Worker|Covid19|,University Health Network,Toronto,Non-Probability Sample,Recruiting
NCT04459676,COVID-19|Pneumonia|,UPCLIN - Faculdade de Medicina da UNESP Campus de Botucatu,Botucatu,NA,Recruiting
NCT04465695,COVID-19|,"The University of Hong Kong, Queen Mary Hospital",Hong Kong,NA,Recruiting
NCT04530604,COVID|Sars-CoV2|COVID-19|Acute Respiratory Distress Syndrome|,University of Michigan,Ann Arbor,NA,Not yet recruiting
NCT04524156,COVID|Acute Respiratory Distress Syndrome|Endothelial Dysfunction|,Erasme Hospital,Bruxelles,NA,Not yet recruiting
NCT04551547,COVID-19|,Zanhuang county Center for Disease Control and Prevention,Shijiazhuang,NA,Not yet recruiting
NCT04351633,Sars-CoV2|Osteoporosis|,"Hopital Roger Salengro, CHU Lille",Lille,Non-Probability Sample,Completed
NCT04380662,Covid19|,Grenoble University Hospital,Grenoble,Non-Probability Sample,Not yet recruiting
NCT04384445,Corona Virus Infection|COVID-19|SARS|Acute Respiratory Distress Syndrome|,Larkin Community Hospital,South Miami,NA,Recruiting
NCT04359290,"ARDS, Human|COVID|",Andreas Neubauer,Marburg,NA,Recruiting
NCT04395859,Age Related Macular Degeneration|Diabetic Macular Edema|Retinal Vein Occlusion|,Centre Pôle Vision du val d'Ouest,Ecully,Non-Probability Sample,Recruiting
NCT04452318,Healthy Participants|,Regeneron Study Site 1,Tucson,NA,Recruiting
NCT04408287,Spinal Cord Injuries|,St. Josephs Parkwood Institute,London,NA,Not yet recruiting
NCT04346368,Coronavirus Disease 2019 (COVID-19)|,"Guangzhou Institute of Respiratory Health, The First Affiliated Hospital of Guangzhou Medical University",Guangzhou,NA,Not yet recruiting
NCT04523831,Covid19|,Dhaka Medical College,Dhaka,NA,Completed
NCT03891420,COVID-19|Yellow Fever|,Hospital de Clinicas da Universidade Federal do Parana,Curitiba,NA,Recruiting
NCT04363541,COVID-19|Thermotherapy|,NA,NA,NA,Not yet recruiting
NCT04560530,Covid19|,Security Forces Hospital,Riyadh,Non-Probability Sample,Completed
NCT04516824,Orthopaedic Disorders|,Ghurki trust hospital,Lahore,Non-Probability Sample,Completed
NCT04413006,Chronic Pain|,University of Manitoba,Winnipeg,NA,Recruiting
NCT04477993,Severe Acute Respiratory Syndrome Coronavirus 2|SARS-CoV2|,Hospital das Clínicas,Sao Paulo,NA,Recruiting
NCT04365101,"Coronavirus|Coronavirus Infection|Severe Acute Respiratory Syndrome Coronavirus 2|Pneumonia|Pneumonia, Viral|Lung Diseases|Respiratory Tract Disease|Respiratory Tract Infections|Coronaviridae Infections|Nidovirales Infections|RNA Virus Infections|Virus Disease|Immunologic Disease|ARDS|Immunologic Factors|Physiological Effects of Drugs|Antiviral Agents|Anti-infective Agents|Analgesics|Antimetabolites, Antineoplastic|",Banner University Medical Center Phoenix,Phoenix,NA,Recruiting
NCT04359693,SARS-CoV 2|,"Hôpital Roger Salengro, ICU, CHU Lille",Lille,Non-Probability Sample,Completed
NCT04336462,COVID-19|,First Affiliated Hospital of Guangzhou Medical University,Guangzhou,NA,Recruiting
NCT04358536,COVID-19|,Dascena,Oakland,Non-Probability Sample,Completed
NCT04392427,COVID|Drug Effect|,Mansoura University,Mansoura,NA,Not yet recruiting
NCT04338074,COVID-19|,University of Alabama at Birmingham,Birmingham,NA,Recruiting
NCT04371679,Covid-19|,Jessa Hospital,Hasselt,Non-Probability Sample,Recruiting
NCT04419623,COVID-19|Sars-CoV2|Cancer|Solid Tumor|Carcinoma|Blood Cancer|,University of Miami,Miami,NA,Recruiting
NCT04371601,COVID-19 Pneumonia|,Fuzhou General Hospital,Fuzhou,NA,"Active, not recruiting"
NCT04435184,COVID-19|,Johns Hopkins Hospital,Baltimore,NA,Recruiting
NCT04516668,Post Partum Depression|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04519320,Sars-CoV2|,CHU Besançon,Besançon,NA,Recruiting
NCT04468386,Focus in on Collecting Paired Specimens for Matrix Equivalency|,"Biomerica, Inc.",Irvine,Non-Probability Sample,"Active, not recruiting"
NCT04342195,COVID-19|Coronavirus Infection|Corona Virus Infection|,Columbia University Irving Medical Center/NYP,New York,Non-Probability Sample,Recruiting
NCT04374474,Olfactory Disorder|,St. Joseph's Health Care,London,NA,Withdrawn
NCT04379336,COVID-19|Sars-CoV2|,TASK Foundation,Cape Town,NA,Recruiting
NCT04343261,Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2)|COVID|Coronavirus|,Trinity Health Of New England,Hartford,NA,Completed
NCT04390139,COVID-19|SARS-CoV 2|Adult Respiratory Distress Syndrome|,Hospital de Bellvitge,Hospitalet de Llobregat,NA,Recruiting
NCT04414410,COVID|Sars-CoV2|,University Hospital Ambroise Pare,Boulogne-Billancourt,Non-Probability Sample,Enrolling by invitation
NCT04393051,Covid-19|SARS-CoV 2|SARS Pneumonia|,Azienda Ospedaliero Universitaria Pisana,Pisa,NA,Not yet recruiting
NCT04542850,SARS-CoV 2|COVID-19|,"Bahrain Defense Force Royal Medical Services, Military Hospital",Manama,NA,Not yet recruiting
NCT04393805,COVID-19|Hypercoagulability|,Giuseppe Camporese,Padova,Non-Probability Sample,Recruiting
NCT04334850,Covid19|Pneumonia|,Intensive care department-Hospital Tenon,Paris,NA,Recruiting
NCT04359862,Acute Respiratory Distress Syndrome|COVID19 Infection|,Hospital Universitario Ramón y Cajal,Madrid,NA,Recruiting
NCT04361318,COVID-19|,NA,NA,NA,Not yet recruiting
NCT04393233,Rheumatoid Arthritis|COVID|,CHRU de Brest,Brest,Non-Probability Sample,Recruiting
NCT04497402,Covid19|,Sapienza University of Rome - Policlinico Umberto I Roma,Rome,Probability Sample,Not yet recruiting
NCT04497636,"Anxiety|Depression|Stress, Psychological|Loneliness|Social Isolation|",Pontificia Universidad Catolica de Chile,Santiago,Probability Sample,Recruiting
NCT04422691,"COVID-19|Pneumonia, Viral|Pulmonary Infection|",Haukeland universitetssykehus,Bergen,Non-Probability Sample,Recruiting
NCT04337346,Endometriosis|Covid19|,Pinar Yalcin Bahat,Istanbul,Probability Sample,Completed
NCT04490473,Anxiety|SARS-CoV Infection|,Eskisehir Osmangazi University,Eskisehir,NA,Recruiting
NCT04389580,COVID-19|,NA,NA,NA,Not yet recruiting
NCT04382508,"Immune Suppression|Immune Deficiency|Infection|COVID|Children, Adult|",University Hospital Southampton NHS FT,Southampton,Non-Probability Sample,Enrolling by invitation
NCT04521036,COVID 19|,Vinmec Research Institute of Stem Cell and Gene Technology,Hanoi,NA,Not yet recruiting
NCT04350281,COVID|,"The University of Hong Kong, Queen Mary Hospital",Hong Kong,NA,Completed
NCT04578236,Covid19|,NA,NA,NA,Not yet recruiting
NCT04514003,Covid19|,Telemark Hospital,Skien,Non-Probability Sample,Recruiting
NCT04404218,COVID|,Heart Health Institute Research Inc,Toronto,NA,Recruiting
NCT04530461,SARS-CoV Infection|Systemic Disease|Systemic Lupus Erythematosus|Sjogren's Syndrome|Sarcoidosis|Inflammatory Myopathy|Behçet Disease|Rheumatoid Arthritis|Spondyloarthritis|,Military Hospital of Tunis,Tunis,Non-Probability Sample,Recruiting
NCT04429529,Coronavirus Disease-2019 (COVID-19)|,SingHealth Investigational Medicine Unit,Singapore,NA,"Active, not recruiting"
NCT04374279,COVID-19|SARS-CoV 2|,Johns Hopkins Hospital,Baltimore,NA,Not yet recruiting
NCT04352764,Covid19|,St. David's Medical Center,Austin,Probability Sample,Recruiting
NCT04575571,Psychosocial Impacts of the COVID-19 Pandemic|,VITAM-Research Center in Sustainable Health,Québec,Non-Probability Sample,Recruiting
NCT04354610,COVID 19|,CHRU de Nancy,Nancy,NA,Recruiting
NCT04401046,Cancer|,Institut Paoli-Calmettes,Marseille,NA,Recruiting
NCT04322279,Coronavirus|,Service de maladies infectieuses et tropicales Hôpital Jean Minjoz CHRU Besançon,Besançon,Non-Probability Sample,Recruiting
NCT04512300,Dental Treatment During Covid -19|,"faculty of dentistry, Cairo university , Egypt",Cairo,Probability Sample,Completed
NCT04331808,Corona Virus Infection|,APHP- Hopital Tenon,Paris,NA,"Active, not recruiting"
NCT04383613,Covid-19|ARDS|,William Osler Health System,Brampton,NA,Recruiting
NCT04422626,SARS-CoV-2|COVID-19|,NA,NA,Probability Sample,Not yet recruiting
NCT04342689,COVID-19|,Yale University,New Haven,NA,Recruiting
NCT04352491,COVID 19|,Institute of Liver and Biliary Sciences,New Delhi,Non-Probability Sample,Completed
NCT04439084,COVID-19|Chronic Liver Disease|,"University of Arizona,",Phoenix,Non-Probability Sample,Enrolling by invitation
NCT04377620,COVID-19|,Georgetown University Hospital,Washington,NA,Recruiting
NCT04411680,COVID-19|Sars-CoV2|,St. Joseph Hospital of Orange,Orange,NA,Recruiting
NCT04412226,"Intubation, Intratracheal|COVID-19|",NA,NA,Probability Sample,Not yet recruiting
NCT04528888,"Covid19|SARS-CoV Infection|Pneumonia, Viral|Coagulopathy|",NA,NA,NA,Not yet recruiting
NCT04437706,COVID-19|SARS-CoV 2|,Duke University Medical Center,Durham,Non-Probability Sample,Not yet recruiting
